latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
13.1642,80.2611,358.0,0.38,0.36,2026-08-23,0845,N,VIIRS,high,2.0NRT,302.0,37.0,D
13.1641,80.2609,361.5,0.38,0.36,2026-08-24,0820,N,VIIRS,high,2.0NRT,303.5,39.5,D
12.991,74.832,381.0,0.38,0.36,2026-08-24,0820,N,VIIRS,high,2.0NRT,311.5,71.0,D
12.9915,74.8325,392.5,0.38,0.36,2026-08-24,2045,N,VIIRS,high,2.0NRT,321.0,94.5,N
9.982,76.364,346.5,0.38,0.36,2026-08-21,0815,N,VIIRS,nominal,2.0NRT,297.0,22.5,D
9.9823,76.3644,350.0,0.38,0.36,2026-08-22,0800,N,VIIRS,nominal,2.0NRT,298.5,27.0,D
9.9821,76.3642,355.0,0.38,0.36,2026-08-24,0820,N,VIIRS,high,2.0NRT,300.5,34.0,D
17.682,83.254,348.0,0.38,0.36,2026-08-22,0800,N,VIIRS,nominal,2.0NRT,298.0,26.0,D
17.6825,83.2545,356.5,0.38,0.36,2026-08-24,0820,N,VIIRS,high,2.0NRT,301.8,37.0,D
11.2,78.5,331.5,0.38,0.36,2026-08-23,0845,N,VIIRS,nominal,2.0NRT,292.8,4.6,D
