latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
30.51824,77.20013,303.62,0.37,0.58,2026-09-23,2008,N,VIIRS,n,2.0NRT,291.76,0.55,N
19.36854,71.3474,307.86,0.66,0.73,2026-09-23,2010,N,VIIRS,n,2.0NRT,281.86,3.45,N
21.10253,72.64093,307.57,0.57,0.69,2026-09-23,2010,N,VIIRS,n,2.0NRT,290.05,2.59,N
21.10267,72.63477,338.82,0.57,0.69,2026-09-23,2010,N,VIIRS,n,2.0NRT,289.86,5.29,N
21.10302,72.63522,337.09,0.57,0.69,2026-09-23,2010,N,VIIRS,n,2.0NRT,290.03,9.64,N
21.10826,72.64685,312.44,0.57,0.69,2026-09-23,2010,N,VIIRS,n,2.0NRT,290.66,4.92,N
21.10854,72.64725,309.54,0.57,0.69,2026-09-23,2010,N,VIIRS,n,2.0NRT,290.49,2.59,N
21.10871,72.64114,313.28,0.57,0.69,2026-09-23,2010,N,VIIRS,n,2.0NRT,290.47,5.29,N
21.10902,72.64156,313.04,0.57,0.69,2026-09-23,2010,N,VIIRS,n,2.0NRT,290.25,2.59,N
21.67838,84.03748,313.72,0.4,0.37,2026-09-23,2010,N,VIIRS,n,2.0NRT,284.25,1.86,N
21.7456,83.84255,298.09,0.4,0.37,2026-09-23,2010,N,VIIRS,n,2.0NRT,278.41,1.61,N
21.74899,83.84311,305.73,0.4,0.37,2026-09-23,2010,N,VIIRS,n,2.0NRT,277.92,1.27,N
21.87668,83.49562,297.98,0.41,0.37,2026-09-23,2010,N,VIIRS,n,2.0NRT,273.76,0.46,N
21.919,83.3504,313.01,0.42,0.38,2026-09-23,2010,N,VIIRS,n,2.0NRT,277.89,1.66,N
21.92245,83.35098,330.61,0.42,0.38,2026-09-23,2010,N,VIIRS,n,2.0NRT,280.36,3.7,N
21.96508,83.77345,304.67,0.41,0.37,2026-09-23,2010,N,VIIRS,n,2.0NRT,283.88,0.89,N
21.98416,83.23089,306.52,0.42,0.38,2026-09-23,2010,N,VIIRS,n,2.0NRT,283.37,1.42,N
22.01605,83.75665,304.13,0.41,0.37,2026-09-23,2010,N,VIIRS,n,2.0NRT,284.08,0.7,N
22.01663,83.75273,307.91,0.41,0.37,2026-09-23,2010,N,VIIRS,n,2.0NRT,283.73,0.7,N
22.03713,83.73196,303.54,0.41,0.37,2026-09-23,2010,N,VIIRS,n,2.0NRT,281.55,1.2,N
22.04054,83.73252,306.62,0.41,0.37,2026-09-23,2010,N,VIIRS,n,2.0NRT,281.23,1.82,N
22.04112,83.72858,304.01,0.41,0.37,2026-09-23,2010,N,VIIRS,n,2.0NRT,278.76,0.9,N
22.06565,83.70436,305.23,0.41,0.37,2026-09-23,2010,N,VIIRS,n,2.0NRT,275.49,1.05,N
22.26427,75.13342,303.88,0.41,0.61,2026-09-23,2010,N,VIIRS,n,2.0NRT,288.89,0.98,N
22.26721,75.13126,306.53,0.41,0.61,2026-09-23,2010,N,VIIRS,n,2.0NRT,291.19,0.68,N
10.61679,77.42041,298.39,0.41,0.45,2026-09-23,2012,N,VIIRS,n,2.0NRT,279.94,0.23,N
11.81378,77.91667,295.38,0.4,0.44,2026-09-23,2012,N,VIIRS,n,2.0NRT,274.35,0.56,N
11.81787,77.91727,300.11,0.4,0.44,2026-09-23,2012,N,VIIRS,n,2.0NRT,274.5,0.56,N
32.88923,71.61964,306.86,0.53,0.5,2026-09-23,2146,N,VIIRS,n,2.0NRT,296.15,2.76,N
33.5474,71.55252,305.94,0.51,0.49,2026-09-23,2146,N,VIIRS,n,2.0NRT,294.47,0.89,N
26.25668,74.09562,308.23,0.52,0.67,2026-09-23,2148,N,VIIRS,n,2.0NRT,294.47,1.1,N
26.87525,73.51791,305.21,0.46,0.64,2026-09-23,2148,N,VIIRS,n,2.0NRT,294.8,1.52,N
26.87691,73.5162,307.21,0.46,0.64,2026-09-23,2148,N,VIIRS,n,2.0NRT,295.05,2.3,N
28.05108,69.36691,313.64,0.5,0.49,2026-09-23,2148,N,VIIRS,n,2.0NRT,298.05,2.14,N
28.05274,69.37106,330.92,0.5,0.49,2026-09-23,2148,N,VIIRS,n,2.0NRT,298.69,1.76,N
28.42511,69.70251,311.5,0.51,0.49,2026-09-23,2148,N,VIIRS,n,2.0NRT,297.94,2.6,N
31.48955,75.05499,306.21,0.44,0.63,2026-09-23,2148,N,VIIRS,n,2.0NRT,292.19,0.58,N
21.09943,72.63602,321.83,0.55,0.68,2026-09-23,2150,N,VIIRS,n,2.0NRT,287.3,2.84,N
21.10308,72.64829,312.94,0.55,0.68,2026-09-23,2150,N,VIIRS,n,2.0NRT,287.9,2.72,N
21.10435,72.64301,313.45,0.55,0.68,2026-09-23,2150,N,VIIRS,n,2.0NRT,286.5,2.72,N
21.10561,72.63773,315.81,0.55,0.68,2026-09-23,2150,N,VIIRS,n,2.0NRT,287.45,1.48,N
21.11179,72.63943,303.2,0.55,0.68,2026-09-23,2150,N,VIIRS,n,2.0NRT,288.21,1.48,N
21.11305,72.63417,303.9,0.55,0.68,2026-09-23,2150,N,VIIRS,n,2.0NRT,288.6,1.48,N
22.36144,73.1191,309.33,0.55,0.68,2026-09-23,2150,N,VIIRS,n,2.0NRT,292.27,2.3,N
22.36439,73.12109,324.01,0.55,0.68,2026-09-23,2150,N,VIIRS,n,2.0NRT,292.19,4.07,N
22.36764,73.12083,317.95,0.55,0.68,2026-09-23,2150,N,VIIRS,n,2.0NRT,292.8,2.3,N
22.41748,69.0394,310.11,0.62,0.54,2026-09-23,2150,N,VIIRS,n,2.0NRT,297.39,2.24,N
22.41833,69.04184,307.33,0.62,0.54,2026-09-23,2150,N,VIIRS,n,2.0NRT,297.07,2.19,N
22.92669,69.82512,308.41,0.34,0.56,2026-09-23,2150,N,VIIRS,n,2.0NRT,297.32,0.8,N
23.51054,72.41356,307.45,0.47,0.64,2026-09-23,2150,N,VIIRS,n,2.0NRT,291.93,0.7,N
24.81977,73.09304,308.27,0.49,0.65,2026-09-23,2150,N,VIIRS,n,2.0NRT,294.42,1.77,N
25.1606,68.4715,314.3,0.5,0.49,2026-09-23,2150,N,VIIRS,n,2.0NRT,297.01,1.04,N
25.39034,68.58246,313.41,0.5,0.49,2026-09-23,2150,N,VIIRS,n,2.0NRT,297.45,0.75,N
19.10585,97.35358,339.19,0.45,0.47,2026-09-24,720,N,VIIRS,n,2.0NRT,293.42,3.06,D
19.10817,97.35419,337.02,0.45,0.47,2026-09-24,720,N,VIIRS,n,2.0NRT,291.06,2.94,D
19.50324,95.92545,333.17,0.56,0.43,2026-09-24,720,N,VIIRS,n,2.0NRT,296.69,4.3,D
26.78875,75.76647,355.4,0.56,0.69,2026-09-24,724,N,VIIRS,n,2.0NRT,297.73,7.12,D
31.02739,74.25234,330.52,0.54,0.68,2026-09-24,724,N,VIIRS,n,2.0NRT,295.17,3.71,D
31.03068,74.25057,330.17,0.54,0.68,2026-09-24,724,N,VIIRS,n,2.0NRT,293.88,3.61,D
31.11184,77.4421,327.33,0.36,0.57,2026-09-24,724,N,VIIRS,n,2.0NRT,296.76,2.42,D
32.16761,75.3111,328.82,0.44,0.63,2026-09-24,726,N,VIIRS,n,2.0NRT,287.26,4.76,D
21.10151,72.63606,335.39,0.52,0.5,2026-09-24,902,N,VIIRS,n,2.0NRT,277.16,5.42,D
21.10728,72.64566,344.76,0.52,0.5,2026-09-24,902,N,VIIRS,n,2.0NRT,278.27,10.58,D
22.41732,69.03951,331.36,0.5,0.41,2026-09-24,902,N,VIIRS,l,2.0NRT,305.46,2.4,D
23.10217,69.92092,345.77,0.57,0.43,2026-09-24,905,N,VIIRS,n,2.0NRT,308.57,6.1,D
23.1181,70.05336,332.57,0.39,0.44,2026-09-24,905,N,VIIRS,l,2.0NRT,306.56,1.21,D
23.15721,70.10592,343.57,0.39,0.44,2026-09-24,905,N,VIIRS,n,2.0NRT,308.08,3.9,D
23.15767,70.10974,343.32,0.39,0.44,2026-09-24,905,N,VIIRS,n,2.0NRT,308,5.09,D
23.32869,69.72157,338.25,0.56,0.43,2026-09-24,905,N,VIIRS,l,2.0NRT,308.75,3.02,D
24.82303,68.06737,344.09,0.48,0.4,2026-09-24,905,N,VIIRS,n,2.0NRT,311.07,20.76,D
27.6181,68.4034,342.07,0.53,0.42,2026-09-24,905,N,VIIRS,n,2.0NRT,309.47,8.78,D
27.6226,68.40824,345.82,0.53,0.42,2026-09-24,905,N,VIIRS,n,2.0NRT,309.95,12.15,D
27.62583,68.40224,341.12,0.53,0.42,2026-09-24,905,N,VIIRS,n,2.0NRT,309.78,7.86,D
27.62647,68.40766,336.03,0.53,0.42,2026-09-24,905,N,VIIRS,l,2.0NRT,309.23,7.54,D
27.95774,68.92757,347.54,0.57,0.43,2026-09-24,905,N,VIIRS,n,2.0NRT,312.01,14.24,D
28.05268,69.37,345.87,0.4,0.45,2026-09-24,905,N,VIIRS,n,2.0NRT,311.15,4.47,D
29.42301,70.46538,333.36,0.49,0.48,2026-09-24,905,N,VIIRS,l,2.0NRT,304.62,1.65,D
29.42542,70.46325,335.78,0.49,0.48,2026-09-24,905,N,VIIRS,n,2.0NRT,304.96,2.47,D
30.0449,73.30254,334.14,0.36,0.58,2026-09-24,905,N,VIIRS,n,2.0NRT,301.55,1.9,D
30.29601,73.16032,332.65,0.36,0.57,2026-09-24,905,N,VIIRS,n,2.0NRT,300.48,1.47,D
30.2985,73.16123,334.01,0.36,0.57,2026-09-24,905,N,VIIRS,n,2.0NRT,300.28,2.09,D
30.29986,72.46496,346.65,0.33,0.55,2026-09-24,905,N,VIIRS,n,2.0NRT,298.78,3,D
30.49398,73.75677,367,0.39,0.6,2026-09-24,905,N,VIIRS,h,2.0NRT,300.91,11.65,D
30.81301,73.73407,332.24,0.39,0.6,2026-09-24,905,N,VIIRS,n,2.0NRT,297.79,3.3,D
30.8133,73.73829,331.55,0.39,0.6,2026-09-24,905,N,VIIRS,n,2.0NRT,296.72,5.69,D
31.13051,74.66029,332.22,0.45,0.63,2026-09-24,907,N,VIIRS,n,2.0NRT,295.25,3.33,D
31.13174,74.65819,336.48,0.45,0.63,2026-09-24,907,N,VIIRS,n,2.0NRT,295.55,4.12,D
31.29502,74.30911,333.86,0.43,0.62,2026-09-24,907,N,VIIRS,n,2.0NRT,294.41,3.11,D
31.41108,75.06441,330.08,0.48,0.65,2026-09-24,907,N,VIIRS,n,2.0NRT,295.85,3.52,D
31.47587,74.59726,367,0.45,0.63,2026-09-24,907,N,VIIRS,h,2.0NRT,297.88,11.1,D
31.48174,74.59679,344.53,0.45,0.63,2026-09-24,907,N,VIIRS,n,2.0NRT,296.26,11.1,D
31.66913,72.221,337.72,0.33,0.55,2026-09-24,907,N,VIIRS,n,2.0NRT,297.5,3.03,D
31.95715,72.32211,332.65,0.33,0.56,2026-09-24,907,N,VIIRS,n,2.0NRT,298.41,2.25,D
32.2765,72.15157,350.63,0.33,0.55,2026-09-24,907,N,VIIRS,n,2.0NRT,299.07,4.54,D
28.95065,78.80548,300.9,0.56,0.69,2026-09-24,1947,N,VIIRS,n,2.0NRT,288.86,1.19,N
21.36498,97.2548,308.06,0.49,0.49,2026-09-24,1949,N,VIIRS,n,2.0NRT,288.29,1.01,N
21.78926,97.04486,330.7,0.47,0.48,2026-09-24,1949,N,VIIRS,n,2.0NRT,284.73,4.04,N
30.44554,70.56752,309.15,0.45,0.39,2026-09-24,2127,N,VIIRS,n,2.0NRT,296.68,1.09,N
31.25717,76.925,299.91,0.62,0.54,2026-09-24,2127,N,VIIRS,n,2.0NRT,288.57,1.42,N
31.2576,76.92658,303.12,0.62,0.54,2026-09-24,2127,N,VIIRS,n,2.0NRT,289.33,1.14,N
34.88608,69.97235,296.46,0.4,0.37,2026-09-24,2127,N,VIIRS,n,2.0NRT,283.78,0.86,N
35.09569,70.2235,295.24,0.4,0.37,2026-09-24,2127,N,VIIRS,n,2.0NRT,284.3,0.79,N
24.66125,74.63567,305.73,0.63,0.54,2026-09-24,2129,N,VIIRS,n,2.0NRT,293.44,2.49,N
24.6881,73.00338,307.14,0.5,0.49,2026-09-24,2129,N,VIIRS,n,2.0NRT,296.09,2.03,N
24.93318,74.63246,305.64,0.62,0.54,2026-09-24,2129,N,VIIRS,n,2.0NRT,293.87,1.39,N
25.38898,68.58176,326.54,0.43,0.38,2026-09-24,2129,N,VIIRS,n,2.0NRT,297.82,1.68,N
26.2579,74.09552,306.96,0.54,0.51,2026-09-24,2129,N,VIIRS,n,2.0NRT,296.36,1.25,N
26.8735,73.51535,308.27,0.48,0.48,2026-09-24,2129,N,VIIRS,n,2.0NRT,297.2,1.63,N
27.28851,73.84077,307.27,0.5,0.49,2026-09-24,2129,N,VIIRS,n,2.0NRT,297.27,0.95,N
27.66774,76.12987,305.27,0.33,0.55,2026-09-24,2129,N,VIIRS,n,2.0NRT,294.62,1.31,N
27.96909,69.80941,315.64,0.45,0.39,2026-09-24,2129,N,VIIRS,n,2.0NRT,298.9,1.9,N
28.05213,69.37067,331.01,0.43,0.38,2026-09-24,2129,N,VIIRS,n,2.0NRT,299.93,2.38,N
28.42522,69.69991,319.92,0.44,0.38,2026-09-24,2129,N,VIIRS,n,2.0NRT,298.7,2.15,N
28.56227,77.55989,301.04,0.38,0.59,2026-09-24,2129,N,VIIRS,n,2.0NRT,290.21,0.73,N
28.56323,77.55599,302.02,0.38,0.59,2026-09-24,2129,N,VIIRS,n,2.0NRT,290.87,0.73,N
28.5668,77.55826,301.95,0.38,0.59,2026-09-24,2129,N,VIIRS,n,2.0NRT,290.25,1.16,N
28.56773,77.55437,302.28,0.38,0.59,2026-09-24,2129,N,VIIRS,n,2.0NRT,290.83,1.39,N
28.56854,77.55767,299.95,0.38,0.59,2026-09-24,2129,N,VIIRS,n,2.0NRT,289.8,0.73,N
28.56959,77.54662,300.79,0.38,0.59,2026-09-24,2129,N,VIIRS,n,2.0NRT,290.16,1.05,N
16.64768,74.30985,298.3,0.43,0.62,2026-09-24,2131,N,VIIRS,n,2.0NRT,285.59,0.62,N
18.68225,73.03543,312.15,0.33,0.55,2026-09-24,2131,N,VIIRS,n,2.0NRT,292.48,1.9,N
18.68353,73.0293,308.32,0.33,0.55,2026-09-24,2131,N,VIIRS,n,2.0NRT,292.15,2.26,N
18.68571,73.92046,303.31,0.37,0.58,2026-09-24,2131,N,VIIRS,n,2.0NRT,277.91,0.55,N
18.68643,73.917,295.97,0.37,0.58,2026-09-24,2131,N,VIIRS,n,2.0NRT,278.51,0.55,N
18.68887,73.92072,311.38,0.37,0.58,2026-09-24,2131,N,VIIRS,n,2.0NRT,276.38,0.76,N
18.68962,73.91727,301.29,0.37,0.58,2026-09-24,2131,N,VIIRS,n,2.0NRT,277.47,0.76,N
18.69103,73.92159,302.65,0.37,0.58,2026-09-24,2131,N,VIIRS,n,2.0NRT,276.62,0.33,N
18.69121,73.84142,309.11,0.37,0.58,2026-09-24,2131,N,VIIRS,n,2.0NRT,288.33,0.96,N
18.69164,73.04081,308.78,0.33,0.55,2026-09-24,2131,N,VIIRS,n,2.0NRT,292.65,1.49,N
18.69176,73.91814,296.15,0.37,0.58,2026-09-24,2131,N,VIIRS,n,2.0NRT,277.41,0.33,N
18.85483,72.92818,309.94,0.32,0.54,2026-09-24,2131,N,VIIRS,n,2.0NRT,291.55,1.68,N
18.85539,72.92547,306.18,0.32,0.54,2026-09-24,2131,N,VIIRS,n,2.0NRT,291.76,3.58,N
18.85981,72.92925,318.23,0.32,0.54,2026-09-24,2131,N,VIIRS,n,2.0NRT,290.75,1.68,N
18.86038,72.92651,314.22,0.32,0.54,2026-09-24,2131,N,VIIRS,n,2.0NRT,289.68,3.58,N
21.10195,72.63409,337.04,0.55,0.51,2026-09-24,2131,N,VIIRS,n,2.0NRT,295.58,8.93,N
21.10445,72.64579,344.67,0.55,0.51,2026-09-24,2131,N,VIIRS,n,2.0NRT,296.21,8.79,N
21.10911,72.6469,309.38,0.55,0.51,2026-09-24,2131,N,VIIRS,n,2.0NRT,296.05,1.66,N
21.11128,72.63631,313,0.55,0.51,2026-09-24,2131,N,VIIRS,n,2.0NRT,296.1,2,N
22.26537,75.13546,299.83,0.38,0.58,2026-09-24,2131,N,VIIRS,n,2.0NRT,276.47,0.46,N
22.41552,69.03941,318.58,0.49,0.4,2026-09-24,2131,N,VIIRS,n,2.0NRT,297.47,2.82,N
22.93426,69.69944,316.17,0.52,0.41,2026-09-24,2131,N,VIIRS,n,2.0NRT,298.09,2.33,N
16.6832,96.25974,341.64,0.38,0.36,2026-09-25,701,N,VIIRS,n,2.0NRT,292.93,3.27,D
21.7911,97.04449,332.06,0.41,0.37,2026-09-25,701,N,VIIRS,n,2.0NRT,291.37,2.84,D
22.50847,96.64893,335.51,0.4,0.37,2026-09-25,701,N,VIIRS,n,2.0NRT,287.25,4.88,D
23.56456,94.43166,329.36,0.38,0.36,2026-09-25,701,N,VIIRS,l,2.0NRT,303.32,4.44,D
24.32116,94.83768,346.45,0.38,0.36,2026-09-25,703,N,VIIRS,n,2.0NRT,298.17,4.09,D
24.90924,97.26492,337.61,0.44,0.38,2026-09-25,703,N,VIIRS,n,2.0NRT,296.51,4.73,D
24.9231,97.07098,332.19,0.43,0.38,2026-09-25,703,N,VIIRS,n,2.0NRT,294.53,3.1,D
25.37414,95.15678,345.46,0.39,0.36,2026-09-25,703,N,VIIRS,n,2.0NRT,298.81,8.84,D
25.47962,97.38968,332.07,0.45,0.39,2026-09-25,703,N,VIIRS,n,2.0NRT,295.35,5.72,D
26.77544,95.70728,331.83,0.4,0.37,2026-09-25,703,N,VIIRS,n,2.0NRT,297.36,4.98,D
26.97938,93.99506,331.49,0.38,0.36,2026-09-25,703,N,VIIRS,n,2.0NRT,297.03,3.59,D
27.62766,96.02306,338.62,0.42,0.37,2026-09-25,703,N,VIIRS,n,2.0NRT,297.28,4.49,D
27.67099,96.23769,346.74,0.42,0.38,2026-09-25,703,N,VIIRS,n,2.0NRT,293.47,7.19,D
27.67271,96.22423,345.15,0.42,0.38,2026-09-25,703,N,VIIRS,n,2.0NRT,295.35,10.1,D
27.71784,96.26131,339.1,0.43,0.38,2026-09-25,703,N,VIIRS,n,2.0NRT,299.46,5.18,D
27.72019,96.26009,338.71,0.43,0.38,2026-09-25,703,N,VIIRS,n,2.0NRT,298.79,4.44,D
27.73516,96.28473,343.45,0.43,0.38,2026-09-25,703,N,VIIRS,n,2.0NRT,299.52,9.99,D
27.74032,96.32349,342.5,0.43,0.38,2026-09-25,703,N,VIIRS,n,2.0NRT,299.24,9.54,D
27.74498,96.30508,336.68,0.43,0.38,2026-09-25,703,N,VIIRS,n,2.0NRT,297.97,3.13,D
27.74677,96.2652,329.43,0.43,0.38,2026-09-25,703,N,VIIRS,n,2.0NRT,298.94,5.1,D
27.75024,96.26463,339.73,0.43,0.38,2026-09-25,703,N,VIIRS,n,2.0NRT,299.32,5.1,D
27.768,96.03022,334.44,0.42,0.38,2026-09-25,703,N,VIIRS,n,2.0NRT,300.41,5.89,D
27.80412,96.26881,335.12,0.43,0.38,2026-09-25,703,N,VIIRS,n,2.0NRT,299.04,7.59,D
27.81157,96.21918,336.95,0.42,0.38,2026-09-25,703,N,VIIRS,n,2.0NRT,295.13,4.04,D
27.81904,96.18395,331.92,0.42,0.38,2026-09-25,703,N,VIIRS,n,2.0NRT,296.12,2.3,D
27.89113,96.08849,333.2,0.42,0.38,2026-09-25,703,N,VIIRS,n,2.0NRT,299.54,2.59,D
27.92341,96.75948,344.4,0.45,0.39,2026-09-25,703,N,VIIRS,n,2.0NRT,301.67,15.06,D
28.00383,96.02225,329.65,0.42,0.38,2026-09-25,703,N,VIIRS,n,2.0NRT,299.9,2.05,D
28.01256,95.55799,347.13,0.41,0.37,2026-09-25,703,N,VIIRS,n,2.0NRT,301.84,6.41,D
28.01596,95.5574,334.33,0.41,0.37,2026-09-25,703,N,VIIRS,n,2.0NRT,298.18,3.18,D
28.14342,95.42505,332.99,0.41,0.37,2026-09-25,703,N,VIIRS,n,2.0NRT,298.3,2.91,D
8.827,80.47156,331.16,0.57,0.52,2026-09-25,839,N,VIIRS,n,2.0NRT,284.87,2.07,D
9.45303,80.50822,330.82,0.59,0.53,2026-09-25,839,N,VIIRS,n,2.0NRT,275.39,4.94,D
18.85814,72.92683,346.9,0.42,0.38,2026-09-25,843,N,VIIRS,n,2.0NRT,299.88,7.12,D
18.85949,72.92673,344.8,0.42,0.38,2026-09-25,843,N,VIIRS,n,2.0NRT,298.95,9.86,D
19.37117,71.35272,331.61,0.39,0.36,2026-09-25,843,N,VIIRS,n,2.0NRT,296.42,2.68,D
21.10218,72.63695,344.92,0.43,0.38,2026-09-25,843,N,VIIRS,n,2.0NRT,299.83,13.62,D
21.10332,72.64526,337.71,0.43,0.38,2026-09-25,843,N,VIIRS,n,2.0NRT,299.43,5.22,D
21.10682,72.64472,340.35,0.43,0.38,2026-09-25,843,N,VIIRS,n,2.0NRT,300.65,5.22,D
21.10739,72.64888,331.22,0.43,0.38,2026-09-25,843,N,VIIRS,n,2.0NRT,301.17,5.85,D
22.4154,69.03798,334.03,0.39,0.36,2026-09-25,843,N,VIIRS,l,2.0NRT,306.42,2.44,D
22.63914,70.98642,336.2,0.4,0.37,2026-09-25,843,N,VIIRS,n,2.0NRT,305.91,2.26,D
22.81862,69.40572,333.34,0.38,0.36,2026-09-25,843,N,VIIRS,l,2.0NRT,306.13,1.51,D
22.91547,69.46451,339.5,0.38,0.36,2026-09-25,843,N,VIIRS,n,2.0NRT,309,2.71,D
22.9343,69.69837,340.18,0.38,0.36,2026-09-25,843,N,VIIRS,l,2.0NRT,311.09,3.01,D
24.80536,68.0305,349.09,0.39,0.36,2026-09-25,843,N,VIIRS,n,2.0NRT,312.39,10.75,D
