id,latitude,longitude,brightness,bright_t31,acq_date,acq_time,frp,confidence,confidence_normalized,daynight,satellite,instrument,stream_type,state,region_code,in_industrial_zone,distance_to_industry_meters,nearest_facility_name,nearest_facility_type,osm_id,spatial_context,proximity_risk_factor,cluster_id,persistence_ratio,active_days_count,total_window_days,is_anomaly_spike,thermal_contrast,label,label_name,label_source,label_confidence,label_date,source_reference,reviewer,review_notes,risk_score,risk_level,incident_classification,action_code
16,20.35698,72.95097,301.25,288.29,2026-08-24,2112,2.0,nominal,0.6,N,N,VIIRS,historical,Gujarat,WEST_GUJARAT,False,1736.2,Unnamed Industrial Facility,general_industry,way/755699023,VICINITY_ZONE,0.4,CLUSTER_007,0.062,3,48,False,12.95999999999998,,UNLABELED,UNVERIFIED,,,,,,19.71,LOW,NON_INDUSTRIAL_RURAL,BACKGROUND_LOG
17,20.91151,71.45895,310.03,293.19,2026-08-24,2112,1.54,nominal,0.6,N,N,VIIRS,historical,Gujarat,WEST_GUJARAT,True,0.0,Unnamed Industrial Facility,general_industry,way/169375800,INSIDE_INDUSTRIAL_ZONE,1.0,CLUSTER_008,0.083,4,48,False,16.839999999999975,,UNLABELED,UNVERIFIED,,,,,,45.06,MODERATE,RECURRING_INTERMITTENT_HEAT,ROUTINE_MONITORING
18,21.10352,72.63773,330.98,293.45,2026-08-24,2112,9.49,nominal,0.6,N,N,VIIRS,historical,Gujarat,WEST_GUJARAT,True,0.0,ArcelorMittal Nippon Steel India,works,way/104647203,INSIDE_INDUSTRIAL_ZONE,1.0,CLUSTER_009,0.229,11,48,False,37.53000000000003,,UNLABELED,UNVERIFIED,,,,,,60.35,HIGH,ABNORMAL_INDUSTRIAL_HEAT,PRIORITY_INSPECTION
19,21.10552,72.64716,337.64,295.31,2026-08-24,2112,10.73,nominal,0.6,N,N,VIIRS,historical,Gujarat,WEST_GUJARAT,True,0.0,ArcelorMittal Nippon Steel India,works,way/104647203,INSIDE_INDUSTRIAL_ZONE,1.0,CLUSTER_009,0.229,11,48,False,42.329999999999984,,UNLABELED,UNVERIFIED,,,,,,60.35,HIGH,ABNORMAL_INDUSTRIAL_HEAT,PRIORITY_INSPECTION
20,21.1091,72.64789,309.92,293.66,2026-08-24,2112,3.01,nominal,0.6,N,N,VIIRS,historical,Gujarat,WEST_GUJARAT,True,0.0,ArcelorMittal Nippon Steel India,works,way/104647203,INSIDE_INDUSTRIAL_ZONE,1.0,CLUSTER_009,0.229,11,48,False,16.25999999999999,,UNLABELED,UNVERIFIED,,,,,,60.35,HIGH,ABNORMAL_INDUSTRIAL_HEAT,PRIORITY_INSPECTION
21,21.11144,72.63482,311.12,293.41,2026-08-24,2112,2.9,nominal,0.6,N,N,VIIRS,historical,Gujarat,WEST_GUJARAT,True,0.0,ArcelorMittal Nippon Steel India,works,way/104647203,INSIDE_INDUSTRIAL_ZONE,1.0,CLUSTER_009,0.229,11,48,False,17.70999999999998,,UNLABELED,UNVERIFIED,,,,,,60.35,HIGH,ABNORMAL_INDUSTRIAL_HEAT,PRIORITY_INSPECTION
22,22.3408,69.85459,305.94,294.23,2026-08-24,2112,1.87,nominal,0.6,N,N,VIIRS,historical,Gujarat,WEST_GUJARAT,True,0.0,Reliance Refinery,refinery,way/91585872,INSIDE_INDUSTRIAL_ZONE,1.0,CLUSTER_010,0.062,3,48,False,11.70999999999998,,UNLABELED,UNVERIFIED,,,,,,49.89,MODERATE,RECURRING_INTERMITTENT_HEAT,ROUTINE_MONITORING
23,22.34174,69.87002,322.14,292.79,2026-08-24,2112,1.78,nominal,0.6,N,N,VIIRS,historical,Gujarat,WEST_GUJARAT,True,0.0,Reliance Refinery,refinery,way/91585872,INSIDE_INDUSTRIAL_ZONE,1.0,CLUSTER_010,0.062,3,48,False,29.349999999999966,,UNLABELED,UNVERIFIED,,,,,,49.89,MODERATE,RECURRING_INTERMITTENT_HEAT,ROUTINE_MONITORING
24,22.34504,69.87063,323.05,292.53,2026-08-24,2112,1.78,nominal,0.6,N,N,VIIRS,historical,Gujarat,WEST_GUJARAT,True,0.0,Reliance Refinery,refinery,way/91585872,INSIDE_INDUSTRIAL_ZONE,1.0,CLUSTER_010,0.062,3,48,False,30.52000000000004,,UNLABELED,UNVERIFIED,,,,,,49.89,MODERATE,RECURRING_INTERMITTENT_HEAT,ROUTINE_MONITORING
25,22.92933,70.10716,313.68,294.86,2026-08-24,2112,1.04,nominal,0.6,N,N,VIIRS,historical,Gujarat,WEST_GUJARAT,True,0.0,Tuna-Tekra Container Terminal,port,way/361301736,INSIDE_INDUSTRIAL_ZONE,1.0,CLUSTER_011,0.083,4,48,False,18.819999999999993,,UNLABELED,UNVERIFIED,,,,,,48.97,MODERATE,RECURRING_INTERMITTENT_HEAT,ROUTINE_MONITORING
26,22.93312,69.69794,324.97,295.2,2026-08-24,2112,2.55,nominal,0.6,N,N,VIIRS,historical,Gujarat,WEST_GUJARAT,False,423.2,Unnamed Industrial Facility,general_industry,way/1002375165,NEARBY_INDUSTRIAL_BUFFER,0.8,CLUSTER_012,0.083,4,48,False,29.77000000000004,,UNLABELED,UNVERIFIED,,,,,,45.0,MODERATE,RECURRING_INTERMITTENT_HEAT,ROUTINE_MONITORING
27,22.93583,69.70226,321.57,295.22,2026-08-24,2112,3.69,nominal,0.6,N,N,VIIRS,historical,Gujarat,WEST_GUJARAT,False,334.0,Unnamed Industrial Facility,general_industry,way/1002375165,NEARBY_INDUSTRIAL_BUFFER,0.8,CLUSTER_012,0.083,4,48,False,26.349999999999966,,UNLABELED,UNVERIFIED,,,,,,45.0,MODERATE,RECURRING_INTERMITTENT_HEAT,ROUTINE_MONITORING
28,22.93641,69.69853,325.35,295.02,2026-08-24,2112,2.55,nominal,0.6,N,N,VIIRS,historical,Gujarat,WEST_GUJARAT,False,545.8,Unnamed Industrial Facility,general_industry,way/1002375165,NEARBY_INDUSTRIAL_BUFFER,0.8,CLUSTER_012,0.083,4,48,False,30.33000000000004,,UNLABELED,UNVERIFIED,,,,,,45.0,MODERATE,RECURRING_INTERMITTENT_HEAT,ROUTINE_MONITORING
29,23.05546,69.99567,308.71,294.75,2026-08-24,2112,0.63,nominal,0.6,N,N,VIIRS,historical,Gujarat,WEST_GUJARAT,False,2645.4,Unnamed Industrial Facility,general_industry,way/731087019,VICINITY_ZONE,0.4,CLUSTER_013,0.021,1,48,False,13.95999999999998,,UNLABELED,UNVERIFIED,,,,,,17.93,LOW,NON_INDUSTRIAL_RURAL,BACKGROUND_LOG
30,23.10639,70.1897,306.28,295.39,2026-08-24,2112,0.54,nominal,0.6,N,N,VIIRS,historical,Gujarat,WEST_GUJARAT,True,0.0,Unnamed Industrial Facility,general_industry,way/663323846,INSIDE_INDUSTRIAL_ZONE,1.0,CLUSTER_014,0.021,1,48,False,10.889999999999986,,UNLABELED,UNVERIFIED,,,,,,44.38,MODERATE,RECURRING_INTERMITTENT_HEAT,ROUTINE_MONITORING
31,23.2488,69.87011,307.12,295.5,2026-08-24,2112,0.82,nominal,0.6,N,N,VIIRS,historical,Gujarat,WEST_GUJARAT,True,0.0,Unnamed Industrial Facility,general_industry,way/731086863,INSIDE_INDUSTRIAL_ZONE,1.0,CLUSTER_015,0.021,1,48,False,11.620000000000005,,UNLABELED,UNVERIFIED,,,,,,44.45,MODERATE,RECURRING_INTERMITTENT_HEAT,ROUTINE_MONITORING
32,23.25788,70.26331,307.92,295.12,2026-08-24,2112,0.65,nominal,0.6,N,N,VIIRS,historical,Gujarat,WEST_GUJARAT,True,0.0,Unnamed Industrial Facility,general_industry,way/1263812739,INSIDE_INDUSTRIAL_ZONE,1.0,CLUSTER_016,0.042,2,48,False,12.800000000000011,,UNLABELED,UNVERIFIED,,,,,,44.48,MODERATE,RECURRING_INTERMITTENT_HEAT,ROUTINE_MONITORING
33,23.3162,70.48951,309.1,295.62,2026-08-24,2112,1.26,nominal,0.6,N,N,VIIRS,historical,Gujarat,WEST_GUJARAT,True,0.0,Unnamed Industrial Facility,general_industry,way/661955013,INSIDE_INDUSTRIAL_ZONE,1.0,CLUSTER_017,0.042,2,48,False,13.480000000000018,,UNLABELED,UNVERIFIED,,,,,,44.65,MODERATE,RECURRING_INTERMITTENT_HEAT,ROUTINE_MONITORING
34,22.93243,69.69887,311.42,293.13,2026-08-25,2053,2.23,nominal,0.6,N,N,VIIRS,historical,Gujarat,WEST_GUJARAT,False,327.4,Unnamed Industrial Facility,general_industry,way/1002375165,NEARBY_INDUSTRIAL_BUFFER,0.8,CLUSTER_012,0.083,4,48,False,18.29000000000002,,UNLABELED,UNVERIFIED,,,,,,45.0,MODERATE,RECURRING_INTERMITTENT_HEAT,ROUTINE_MONITORING
35,22.93312,69.69748,314.65,292.93,2026-08-25,2053,2.18,nominal,0.6,N,N,VIIRS,historical,Gujarat,WEST_GUJARAT,False,470.1,Unnamed Industrial Facility,general_industry,way/1002375165,NEARBY_INDUSTRIAL_BUFFER,0.8,CLUSTER_012,0.083,4,48,False,21.71999999999997,,UNLABELED,UNVERIFIED,,,,,,45.0,MODERATE,RECURRING_INTERMITTENT_HEAT,ROUTINE_MONITORING
36,21.10119,72.63515,333.85,290.63,2026-08-25,2055,7.38,nominal,0.6,N,N,VIIRS,historical,Gujarat,WEST_GUJARAT,False,48.0,ArcelorMittal Nippon Steel India,works,way/104647203,NEARBY_INDUSTRIAL_BUFFER,0.8,CLUSTER_009,0.229,11,48,False,43.22000000000003,,UNLABELED,UNVERIFIED,,,,,,60.35,HIGH,ABNORMAL_INDUSTRIAL_HEAT,PRIORITY_INSPECTION
37,21.10456,72.63571,316.63,287.4,2026-08-25,2055,3.21,nominal,0.6,N,N,VIIRS,historical,Gujarat,WEST_GUJARAT,True,0.0,ArcelorMittal Nippon Steel India,works,way/104647203,INSIDE_INDUSTRIAL_ZONE,1.0,CLUSTER_009,0.229,11,48,False,29.230000000000018,,UNLABELED,UNVERIFIED,,,,,,60.35,HIGH,ABNORMAL_INDUSTRIAL_HEAT,PRIORITY_INSPECTION
38,21.1062,72.64778,310.96,275.72,2026-08-25,2055,1.33,nominal,0.6,N,N,VIIRS,historical,Gujarat,WEST_GUJARAT,True,0.0,ArcelorMittal Nippon Steel India,works,way/104647203,INSIDE_INDUSTRIAL_ZONE,1.0,CLUSTER_009,0.229,11,48,False,35.23999999999995,,UNLABELED,UNVERIFIED,,,,,,60.35,HIGH,ABNORMAL_INDUSTRIAL_HEAT,PRIORITY_INSPECTION
39,21.10678,72.64395,316.16,277.94,2026-08-25,2055,2.31,nominal,0.6,N,N,VIIRS,historical,Gujarat,WEST_GUJARAT,True,0.0,ArcelorMittal Nippon Steel India,works,way/104647203,INSIDE_INDUSTRIAL_ZONE,1.0,CLUSTER_009,0.229,11,48,False,38.22000000000003,,UNLABELED,UNVERIFIED,,,,,,60.35,HIGH,ABNORMAL_INDUSTRIAL_HEAT,PRIORITY_INSPECTION
40,21.1113,72.63686,301.26,279.28,2026-08-25,2055,1.51,nominal,0.6,N,N,VIIRS,historical,Gujarat,WEST_GUJARAT,True,0.0,ArcelorMittal Nippon Steel India,works,way/104647203,INSIDE_INDUSTRIAL_ZONE,1.0,CLUSTER_009,0.229,11,48,False,21.980000000000018,,UNLABELED,UNVERIFIED,,,,,,60.35,HIGH,ABNORMAL_INDUSTRIAL_HEAT,PRIORITY_INSPECTION
41,22.4152,69.03896,305.3,285.84,2026-08-25,2055,1.39,nominal,0.6,N,N,VIIRS,historical,Gujarat,WEST_GUJARAT,True,0.0,Unnamed Industrial Facility,general_industry,way/1311235459,INSIDE_INDUSTRIAL_ZONE,1.0,CLUSTER_018,0.083,4,48,False,19.460000000000036,,UNLABELED,UNVERIFIED,,,,,,46.05,MODERATE,RECURRING_INTERMITTENT_HEAT,ROUTINE_MONITORING
42,21.10126,72.63638,355.87,294.3,2026-08-26,0805,11.1,nominal,0.6,D,N,VIIRS,historical,Gujarat,WEST_GUJARAT,True,0.0,ArcelorMittal Nippon Steel India,works,way/104647203,INSIDE_INDUSTRIAL_ZONE,1.0,CLUSTER_009,0.229,11,48,False,61.56999999999999,,UNLABELED,UNVERIFIED,,,,,,60.35,HIGH,ABNORMAL_INDUSTRIAL_HEAT,PRIORITY_INSPECTION
43,21.10306,72.64542,336.67,293.41,2026-08-26,0805,4.7,nominal,0.6,D,N,VIIRS,historical,Gujarat,WEST_GUJARAT,True,0.0,ArcelorMittal Nippon Steel India,works,way/104647203,INSIDE_INDUSTRIAL_ZONE,1.0,CLUSTER_009,0.229,11,48,False,43.25999999999999,,UNLABELED,UNVERIFIED,,,,,,60.35,HIGH,ABNORMAL_INDUSTRIAL_HEAT,PRIORITY_INSPECTION
44,22.9245,69.82229,301.64,290.12,2026-08-26,2034,1.76,nominal,0.6,N,N,VIIRS,historical,Gujarat,WEST_GUJARAT,False,96.7,Unnamed Industrial Facility,general_industry,way/839105241,NEARBY_INDUSTRIAL_BUFFER,0.8,CLUSTER_019,0.062,3,48,False,11.519999999999982,,UNLABELED,UNVERIFIED,,,,,,44.75,MODERATE,RECURRING_INTERMITTENT_HEAT,ROUTINE_MONITORING
45,22.92565,69.82343,303.65,290.14,2026-08-26,2034,0.67,nominal,0.6,N,N,VIIRS,historical,Gujarat,WEST_GUJARAT,False,2.1,Unnamed Industrial Facility,general_industry,way/839105241,NEARBY_INDUSTRIAL_BUFFER,0.8,CLUSTER_019,0.062,3,48,False,13.509999999999991,,UNLABELED,UNVERIFIED,,,,,,44.75,MODERATE,RECURRING_INTERMITTENT_HEAT,ROUTINE_MONITORING
46,23.12196,70.08334,311.0,290.15,2026-08-26,2034,1.48,nominal,0.6,N,N,VIIRS,historical,Gujarat,WEST_GUJARAT,False,393.6,Unnamed Industrial Facility,general_industry,way/104495231,NEARBY_INDUSTRIAL_BUFFER,0.8,CLUSTER_020,0.042,2,48,False,20.850000000000023,,UNLABELED,UNVERIFIED,,,,,,44.81,MODERATE,RECURRING_INTERMITTENT_HEAT,ROUTINE_MONITORING
47,21.10433,72.64272,305.89,264.87,2026-08-27,2017,2.66,nominal,0.6,N,N,VIIRS,historical,Gujarat,WEST_GUJARAT,True,0.0,ArcelorMittal Nippon Steel India,works,way/104647203,INSIDE_INDUSTRIAL_ZONE,1.0,CLUSTER_009,0.229,11,48,False,41.01999999999998,,UNLABELED,UNVERIFIED,,,,,,60.35,HIGH,ABNORMAL_INDUSTRIAL_HEAT,PRIORITY_INSPECTION
48,22.38937,73.11508,295.06,272.37,2026-08-27,2017,0.59,nominal,0.6,N,N,VIIRS,historical,Gujarat,WEST_GUJARAT,True,0.0,Gujarat Refinery,refinery,way/29107962,INSIDE_INDUSTRIAL_ZONE,1.0,CLUSTER_021,0.021,1,48,False,22.689999999999998,,UNLABELED,UNVERIFIED,,,,,,44.39,MODERATE,RECURRING_INTERMITTENT_HEAT,ROUTINE_MONITORING
49,21.1045,72.63617,337.36,289.47,2026-08-24,2131,5.37,nominal,0.6,N,N20,VIIRS,historical,Gujarat,WEST_GUJARAT,True,0.0,ArcelorMittal Nippon Steel India,works,way/104647203,INSIDE_INDUSTRIAL_ZONE,1.0,CLUSTER_009,0.229,11,48,False,47.889999999999986,,UNLABELED,UNVERIFIED,,,,,,60.35,HIGH,ABNORMAL_INDUSTRIAL_HEAT,PRIORITY_INSPECTION
50,21.10742,72.64774,320.64,290.58,2026-08-24,2131,3.22,nominal,0.6,N,N20,VIIRS,historical,Gujarat,WEST_GUJARAT,True,0.0,ArcelorMittal Nippon Steel India,works,way/104647203,INSIDE_INDUSTRIAL_ZONE,1.0,CLUSTER_009,0.229,11,48,False,30.060000000000002,,UNLABELED,UNVERIFIED,,,,,,60.35,HIGH,ABNORMAL_INDUSTRIAL_HEAT,PRIORITY_INSPECTION
51,21.10818,72.64432,328.48,289.54,2026-08-24,2131,3.22,nominal,0.6,N,N20,VIIRS,historical,Gujarat,WEST_GUJARAT,True,0.0,ArcelorMittal Nippon Steel India,works,way/104647203,INSIDE_INDUSTRIAL_ZONE,1.0,CLUSTER_009,0.229,11,48,False,38.94,,UNLABELED,UNVERIFIED,,,,,,60.35,HIGH,ABNORMAL_INDUSTRIAL_HEAT,PRIORITY_INSPECTION
52,22.34236,69.87119,331.0,292.96,2026-08-24,2131,5.31,nominal,0.6,N,N20,VIIRS,historical,Gujarat,WEST_GUJARAT,True,0.0,Reliance Refinery,refinery,way/91585872,INSIDE_INDUSTRIAL_ZONE,1.0,CLUSTER_010,0.062,3,48,False,38.04000000000002,,UNLABELED,UNVERIFIED,,,,,,49.89,MODERATE,RECURRING_INTERMITTENT_HEAT,ROUTINE_MONITORING
53,22.92938,70.10797,307.66,293.79,2026-08-24,2131,1.57,nominal,0.6,N,N20,VIIRS,historical,Gujarat,WEST_GUJARAT,False,0.4,Tuna-Tekra Container Terminal,port,way/361301736,NEARBY_INDUSTRIAL_BUFFER,0.8,CLUSTER_011,0.083,4,48,False,13.870000000000005,,UNLABELED,UNVERIFIED,,,,,,48.97,MODERATE,RECURRING_INTERMITTENT_HEAT,ROUTINE_MONITORING
54,22.93402,69.69881,314.16,294.18,2026-08-24,2131,2.18,nominal,0.6,N,N20,VIIRS,historical,Gujarat,WEST_GUJARAT,False,361.7,Unnamed Industrial Facility,general_industry,way/1002375165,NEARBY_INDUSTRIAL_BUFFER,0.8,CLUSTER_012,0.083,4,48,False,19.980000000000018,,UNLABELED,UNVERIFIED,,,,,,45.0,MODERATE,RECURRING_INTERMITTENT_HEAT,ROUTINE_MONITORING
55,21.10028,72.63832,336.63,288.5,2026-08-25,0843,6.64,nominal,0.6,D,N20,VIIRS,historical,Gujarat,WEST_GUJARAT,False,205.4,ArcelorMittal Nippon Steel India,works,way/104647203,NEARBY_INDUSTRIAL_BUFFER,0.8,CLUSTER_009,0.229,11,48,False,48.129999999999995,,UNLABELED,UNVERIFIED,,,,,,60.35,HIGH,ABNORMAL_INDUSTRIAL_HEAT,PRIORITY_INSPECTION
56,21.10536,72.64783,332.66,289.06,2026-08-25,0843,6.03,nominal,0.6,D,N20,VIIRS,historical,Gujarat,WEST_GUJARAT,True,0.0,ArcelorMittal Nippon Steel India,works,way/104647203,INSIDE_INDUSTRIAL_ZONE,1.0,CLUSTER_009,0.229,11,48,False,43.60000000000002,,UNLABELED,UNVERIFIED,,,,,,60.35,HIGH,ABNORMAL_INDUSTRIAL_HEAT,PRIORITY_INSPECTION
57,22.93576,69.1861,331.31,298.51,2026-08-25,0843,0.9,nominal,0.6,D,N20,VIIRS,historical,Gujarat,WEST_GUJARAT,False,20823.3,Unnamed Industrial Facility,general_industry,way/139441710,NON_INDUSTRIAL_RURAL,0.1,CLUSTER_022,0.021,1,48,False,32.80000000000001,,UNLABELED,UNVERIFIED,,,,,,18.77,LOW,NON_INDUSTRIAL_RURAL,BACKGROUND_LOG
58,20.9112,71.45757,302.1,284.29,2026-08-25,2112,0.57,nominal,0.6,N,N20,VIIRS,historical,Gujarat,WEST_GUJARAT,False,58.3,Unnamed Industrial Facility,general_industry,way/169375800,NEARBY_INDUSTRIAL_BUFFER,0.8,CLUSTER_008,0.083,4,48,False,17.810000000000002,,UNLABELED,UNVERIFIED,,,,,,45.06,MODERATE,RECURRING_INTERMITTENT_HEAT,ROUTINE_MONITORING
59,21.10278,72.63721,322.81,288.84,2026-08-25,2112,5.36,nominal,0.6,N,N20,VIIRS,historical,Gujarat,WEST_GUJARAT,False,6.4,ArcelorMittal Nippon Steel India,works,way/104647203,NEARBY_INDUSTRIAL_BUFFER,0.8,CLUSTER_009,0.229,11,48,False,33.97000000000003,,UNLABELED,UNVERIFIED,,,,,,60.35,HIGH,ABNORMAL_INDUSTRIAL_HEAT,PRIORITY_INSPECTION
60,21.10566,72.6433,330.23,288.03,2026-08-25,2112,9.44,nominal,0.6,N,N20,VIIRS,historical,Gujarat,WEST_GUJARAT,True,0.0,ArcelorMittal Nippon Steel India,works,way/104647203,INSIDE_INDUSTRIAL_ZONE,1.0,CLUSTER_009,0.229,11,48,False,42.200000000000045,,UNLABELED,UNVERIFIED,,,,,,60.35,HIGH,ABNORMAL_INDUSTRIAL_HEAT,PRIORITY_INSPECTION
61,22.33997,69.85574,308.37,292.92,2026-08-25,2112,3.06,nominal,0.6,N,N20,VIIRS,historical,Gujarat,WEST_GUJARAT,True,0.0,Reliance Refinery,refinery,way/91585872,INSIDE_INDUSTRIAL_ZONE,1.0,CLUSTER_010,0.062,3,48,False,15.449999999999989,,UNLABELED,UNVERIFIED,,,,,,49.89,MODERATE,RECURRING_INTERMITTENT_HEAT,ROUTINE_MONITORING
62,22.3412,69.85442,306.8,291.97,2026-08-25,2112,2.19,nominal,0.6,N,N20,VIIRS,historical,Gujarat,WEST_GUJARAT,True,0.0,Reliance Refinery,refinery,way/91585872,INSIDE_INDUSTRIAL_ZONE,1.0,CLUSTER_010,0.062,3,48,False,14.829999999999984,,UNLABELED,UNVERIFIED,,,,,,49.89,MODERATE,RECURRING_INTERMITTENT_HEAT,ROUTINE_MONITORING
63,22.41745,69.03764,310.21,285.03,2026-08-25,2112,0.7,nominal,0.6,N,N20,VIIRS,historical,Gujarat,WEST_GUJARAT,False,50.3,Unnamed Industrial Facility,general_industry,way/1311235459,NEARBY_INDUSTRIAL_BUFFER,0.8,CLUSTER_018,0.083,4,48,False,25.180000000000007,,UNLABELED,UNVERIFIED,,,,,,46.05,MODERATE,RECURRING_INTERMITTENT_HEAT,ROUTINE_MONITORING
64,22.42014,69.04203,302.36,284.81,2026-08-25,2112,0.79,nominal,0.6,N,N20,VIIRS,historical,Gujarat,WEST_GUJARAT,True,0.0,Unnamed Industrial Facility,general_industry,way/1311235459,INSIDE_INDUSTRIAL_ZONE,1.0,CLUSTER_018,0.083,4,48,False,17.55000000000001,,UNLABELED,UNVERIFIED,,,,,,46.05,MODERATE,RECURRING_INTERMITTENT_HEAT,ROUTINE_MONITORING
65,22.92693,69.82433,307.02,294.39,2026-08-25,2112,2.03,nominal,0.6,N,N20,VIIRS,historical,Gujarat,WEST_GUJARAT,True,0.0,Unnamed Industrial Facility,general_industry,way/839105241,INSIDE_INDUSTRIAL_ZONE,1.0,CLUSTER_019,0.062,3,48,False,12.629999999999995,,UNLABELED,UNVERIFIED,,,,,,44.75,MODERATE,RECURRING_INTERMITTENT_HEAT,ROUTINE_MONITORING
66,22.92767,70.10764,315.24,293.46,2026-08-25,2112,1.1,nominal,0.6,N,N20,VIIRS,historical,Gujarat,WEST_GUJARAT,True,0.0,Tuna-Tekra Container Terminal,port,way/361301736,INSIDE_INDUSTRIAL_ZONE,1.0,CLUSTER_011,0.083,4,48,False,21.78000000000003,,UNLABELED,UNVERIFIED,,,,,,48.97,MODERATE,RECURRING_INTERMITTENT_HEAT,ROUTINE_MONITORING
